CustomerID,Churn,Tenure,PreferredLoginDevice,PreferredPaymentMode,Gender,NumberOfDeviceRegistered,SatisfactionScore,MaritalStatus,Complain,CouponUsed,NomeCustomer
12471.0,0,23.0,Mobile Phone,Debit Card,Male,3.0,4,Married,0,,Luana Brito
15601.0,0,26.0,0,Credit Card,Male,3.0,3,,1,,Ravi Lucca Ribeiro
13418.0,0,15.0,Phone,Debit Card,m,3.0,3,Divorced,0,4.0,Cauã Mendonça
14766.0,0,28.0,Mobile Phone,COD,Male,3.0,2,Divorced,1,1.0,Mariana Cassiano
15658.0,0,0.0,Computer,Credit Card,Male,3.0,5,Divorced,1,2.0,Milena Pires
14388.0,0,,Phone,Debit Card,Female,3.0,2,Single,0,1.0,Kaique da Rosa
14901.0,1,7.0,Computer,Debit Card,m,3.0,3,,1,0.0,Ágatha Siqueira
18041.0,0,11.0,Mobile Phone,Debit Card,Male,3.0,2,Married,0,0.0,Augusto Fonseca
15955.0,1,-10000.0,Phone,CC,Male,3.0,4,Married,1,1.0,Noah Aragão
15070.0,0,1.0,Phone,Debit Card,Female,,2,Single,0,0.0,Ayla Ramos
16244.0,0,22.0,Computer,Debit Card,Female,3.0,5,Single,1,,Sra. Clara Vargas
15111.0,0,9.0,Phone,COD,Male,3.0,4,Single,0,6.0,Jade Montenegro
14390.0,0,10.0,Computer,CC,Male,3.0,2,Divorced,1,0.0,Diego Teixeira
16546.0,0,15.0,Computer,E wallet,Female,3.0,4,Divorced,0,2.0,Ana Júlia Nogueira
15260.0,1,,Mobile Phone,Debit Card,Male,3.0,3,Single,0,0.0,Mariah Cunha
13305.0,0,8.0,Mobile Phone,E wallet,Male,3.0,4,Divorced,0,3.0,Henry Gabriel da Mata
14491.0,0,9.0,Computer,Debit Card,Male,2.0,2,Divorced,0,0.0,Sra. Aurora Silveira
14060.0,0,24.0,Mobile Phone,Credit Card,Male,5.0,4,Married,0,0.0,Alícia Moura
15923.0,0,-10000.0,Mobile Phone,Debit Card,Male,3.0,4,Single,0,1.0,Alana Porto
16752.0,0,0.0,Mobile Phone,Credit Card,f,4.0,3,Single,0,1.0,Sra. Maya Mendonça
17287.0,0,4.0,Mobile Phone,COD,Male,2.0,2,Divorced,0,3.0,Augusto Cunha
15363.0,0,9.0,Computer,Debit Card,Female,3.0,4,Divorced,0,0.0,Mariana Vasconcelos
12915.0,0,11.0,Mobile Phone,Debit Card,Female,4.0,4,Divorced,0,1.0,Letícia Garcia
15544.0,0,4.0,Mobile Phone,UPI,Male,4.0,5,Divorced,0,0.0,Heitor Castro
15738.0,0,18.0,Computer,,Male,3.0,5,Married,0,5.0,Srta. Maria Júlia das Neves
16042.0,0,4.0,Phone,Debit Card,Male,3.0,2,Married,1,1.0,Evelyn Monteiro
17381.0,0,6.0,Computer,Debit Card,Female,3.0,4,Divorced,0,2.0,Gabriela Costa
15827.0,0,12.0,Mobile Phone,Credit Card,Male,3.0,5,Divorced,1,,Maya Peixoto
14180.0,0,16.0,Computer,Debit Card,Female,3.0,2,Single,0,0.0,Stephany Mendonça
13117.0,0,22.0,Mobile Phone,Cash on Delivery,Female,4.0,3,Single,1,1.0,Helena Souza
16916.0,1,15.0,Phone,Credit Card,Male,4.0,4,Divorced,0,7.0,Sr. Anthony Gabriel Sousa
17964.0,0,0.0,Phone,Debit Card,Female,3.0,4,Single,1,0.0,Davi Barros
14466.0,0,5.0,Mobile Phone,,Female,4.0,4,Divorced,1,6.0,Sra. Amanda Viana
17235.0,0,0.0,Phone,Debit Card,Male,3.0,3,Single,1,1.0,Benjamim da Luz
16510.0,0,4.0,Mobile Phone,E wallet,Male,3.0,2,Married,0,0.0,Vinícius Nascimento
17802.0,0,5.0,Mobile Phone,Credit Card,Female,2.0,2,Single,0,1.0,Melina Viana
15107.0,1,0.0,Phone,CC,Male,5.0,2,Divorced,1,2.0,Manuela Sampaio
17976.0,0,4.0,Computer,Debit Card,Female,4.0,3,Divorced,0,3.0,Igor Casa Grande
14449.0,0,12.0,Computer,Credit Card,Male,4.0,2,Divorced,0,9.0,Dra. Pietra Nunes
15838.0,1,2.0,Mobile Phone,Credit Card,Female,3.0,3,Divorced,1,1.0,Mirella Lopes
16781.0,0,20.0,Mobile Phone,Debit Card,Male,3.0,3,Divorced,0,,Josué Siqueira
17547.0,0,16.0,Computer,Debit Card,Female,4.0,3,Married,0,0.0,Davi Rodrigues
13491.0,0,0.0,Computer,E wallet,Male,3.0,4,Divorced,1,0.0,Yan Macedo
16186.0,0,27.0,Computer,Debit Card,Female,3.0,3,Single,0,1.0,Sr. Kevin Costela
17685.0,0,18.0,Phone,UPI,Male,3.0,2,Divorced,0,7.0,Antony Borges
17581.0,1,,Phone,UPI,Male,5.0,5,Divorced,1,1.0,Clara Nunes
15732.0,0,2.0,Phone,,Male,4.0,2,Single,0,2.0,Dr. Arthur Freitas
13138.0,0,3.0,Mobile Phone,E wallet,Female,4.0,3,Married,0,0.0,Sra. Ana Sophia Nascimento
15823.0,0,0.0,Mobile Phone,E wallet,Female,3.0,4,,0,0.0,Otto Macedo
17567.0,0,10.0,Mobile Phone,Credit Card,Male,3.0,2,Married,0,0.0,Brayan Caldeira
15061.0,0,11.0,Mobile Phone,Debit Card,Male,4.0,589314,Married,1,1.0,Eloah Jesus
16203.0,0,4.0,Mobile Phone,Credit Card,Female,3.0,2,Single,1,2.0,Anthony Gabriel Montenegro
15640.0,0,2.0,Mobile Phone,E wallet,Female,4.0,4,Married,1,0.0,José Miguel Fonseca
15574.0,0,0.0,Phone,Debit Card,Male,3.0,2,Married,0,1.0,Emilly Abreu
16770.0,0,20.0,Computer,CC,Male,3.0,3,Single,0,0.0,Rodrigo Camargo
17838.0,0,15.0,Mobile Phone,Debit Card,Female,3.0,2,Single,0,0.0,Matheus da Mata
17228.0,0,2.0,Computer,Debit Card,Male,3.0,3,Divorced,0,1.0,Isabella Vasconcelos
14829.0,0,15.0,Phone,COD,Male,3.0,3,Married,1,1.0,Calebe da Cruz
17412.0,0,5.0,Phone,CC,Female,3.0,4,Divorced,0,0.0,Clara Silveira
14031.0,0,3.0,Computer,COD,Female,3.0,3,Divorced,1,1.0,Dra. Mariana Viana
14775.0,0,15.0,Mobile Phone,UPI,Male,4.0,2,Single,0,0.0,Maria Luiza Machado
12971.0,1,,Computer,Cash on Delivery,Female,4.0,4,Single,1,1.0,Bento Lima
15834.0,0,9.0,Computer,Credit Card,Male,4.0,2,Divorced,0,0.0,Nina Rocha
17659.0,0,30.0,Mobile Phone,Credit Card,Male,3.0,3,Divorced,0,1.0,Lucas Marques
15299.0,0,,Phone,Debit Card,Female,2.0,3,Divorced,1,0.0,Vitor Gabriel Porto
15646.0,0,0.0,Computer,CC,Male,3.0,2,Single,0,0.0,Davi Marques
13958.0,1,4.0,Computer,E wallet,Male,3.0,4,Single,0,7.0,Heitor Moura
14443.0,0,23.0,Mobile Phone,Cash on Delivery,Male,4.0,2,Single,0,0.0,Leonardo Oliveira
14156.0,1,3.0,Mobile Phone,E wallet,Male,4.0,3,Divorced,1,1.0,Henry Gabriel Peixoto
16995.0,0,4.0,Phone,Debit Card,Male,4.0,4,Single,1,1.0,Diogo Garcia
13402.0,0,,Phone,Debit Card,Male,3.0,2,Single,0,1.0,Anthony Gabriel Machado
18168.0,0,8.0,Mobile Phone,Debit Card,Male,4.0,4,Single,0,1.0,João Pedro Ferreira
17757.0,0,1.0,Mobile Phone,Debit Card,Male,3.0,2,Single,0,1.0,Brenda Pires
14625.0,0,22.0,Phone,UPI,Male,4.0,3,Single,0,1.0,Miguel Pacheco
13011.0,1,0.0,Computer,E wallet,Male,2.0,2,Single,1,1.0,Levi Ribeiro
13798.0,0,0.0,Phone,E wallet,Female,3.0,3,Married,1,0.0,Elisa Araújo
15384.0,0,3.0,Phone,COD,Male,3.0,4,Divorced,0,1.0,Dr. Enrico Rios
14264.0,1,0.0,Computer,COD,Male,3.0,5,Single,0,0.0,Breno Viana
13295.0,0,,Phone,CC,Female,3.0,4,Divorced,0,1.0,Mariah Pereira
16754.0,1,,Computer,COD,Male,3.0,2,Single,1,1.0,Srta. Aurora Cirino
16634.0,0,10.0,Phone,Debit Card,Female,3.0,5,Married,0,3.0,Dr. Vicente Oliveira
18239.0,0,13.0,Mobile Phone,E wallet,Female,3.0,4,Married,0,0.0,Julia Sousa
14576.0,0,10.0,Phone,,Male,3.0,4,Single,1,0.0,Brenda Sousa
13145.0,0,16.0,Mobile Phone,Debit Card,Male,4.0,4,Married,0,0.0,Sra. Maria Fernanda Rodrigues
14395.0,0,13.0,Phone,CC,Female,4.0,3,Divorced,0,1.0,Maria Fernanda Alves
14865.0,0,27.0,Mobile Phone,Credit Card,Male,3.0,5,Divorced,0,1.0,Ayla da Costa
15093.0,0,7.0,Computer,E wallet,Female,3.0,3,Divorced,0,1.0,Davi Lucas Santos
12738.0,0,4.0,Phone,Credit Card,Female,3.0,5,Divorced,0,3.0,Diego Barbosa
16150.0,0,,Computer,CC,Male,3.0,2,Divorced,0,0.0,Clarice Garcia
17552.0,0,16.0,Phone,UPI,Female,3.0,3,Married,1,0.0,Yasmin Lima
14236.0,0,10.0,Computer,Credit Card,Female,3.0,3,Divorced,1,3.0,Cauê Marques
17961.0,0,,Phone,Debit Card,Male,4.0,5,Divorced,0,0.0,Caio Barros
14573.0,0,12.0,Computer,Debit Card,Male,3.0,3,Married,1,0.0,Vicente Rios
17135.0,0,29.0,Computer,Debit Card,Female,2.0,5,Divorced,0,2.0,Catarina Martins
17396.0,0,3.0,Mobile Phone,COD,Female,3.0,3,Single,0,3.0,Maria Flor Marques
14213.0,0,14.0,Mobile Phone,E wallet,Male,2.0,5,Divorced,0,1.0,Murilo da Mota
12967.0,1,0.0,Phone,Credit Card,Male,,5,Divorced,0,1.0,Maria Fernanda Pimenta
12686.0,0,25.0,Mobile Phone,Credit Card,Male,4.0,3,Divorced,1,0.0,Maria Flor da Cunha
14679.0,0,18.0,Phone,Debit Card,Male,3.0,2,Divorced,0,1.0,Cauê Moraes
15240.0,0,25.0,Mobile Phone,Debit Card,Female,3.0,2,Divorced,0,,Mariane Ribeiro
18225.0,0,15.0,Computer,Debit Card,Female,3.0,3,Married,0,1.0,Ayla Peixoto
13370.0,0,3.0,Mobile Phone,Debit Card,Female,5.0,2,Single,0,0.0,Sofia da Cunha
16883.0,0,15.0,Computer,COD,Female,4.0,2,Divorced,0,0.0,Miguel Martins
13520.0,1,0.0,Phone,COD,Female,,4,Single,1,1.0,Ana Carolina Mendes
12841.0,0,,Computer,Debit Card,Male,3.0,2,Divorced,0,0.0,Sr. Paulo das Neves
16905.0,0,2.0,Mobile Phone,Credit Card,Male,4.0,3,Divorced,0,1.0,Marina Costa
12427.0,0,3.0,Computer,,Female,3.0,5,Divorced,0,2.0,Sr. Kevin da Luz
17967.0,0,30.0,Mobile Phone,E wallet,Male,4.0,2,Married,0,0.0,Enzo Gabriel Costa
16891.0,0,23.0,Mobile Phone,Debit Card,Male,4.0,3,Divorced,0,,Renan Silveira
14589.0,0,3.0,Computer,CC,Female,3.0,2,Single,0,5.0,Maria Luiza Casa Grande
14680.0,0,30.0,Computer,E wallet,Female,4.0,5,Divorced,0,13.0,Isabella Costela
17884.0,0,20.0,Mobile Phone,Credit Card,Female,3.0,2,Married,0,0.0,Juan Sá
12557.0,0,19.0,Mobile Phone,Debit Card,Male,3.0,3,Divorced,0,,Vinicius Pereira
14083.0,0,8.0,Phone,Debit Card,Male,5.0,3,Single,0,2.0,Mariana Casa Grande
13013.0,0,27.0,Phone,Debit Card,Female,3.0,3,Single,0,1.0,Liz Pastor
14210.0,0,7.0,Phone,Debit Card,Male,4.0,3,Married,0,5.0,Gabriela Casa Grande
16477.0,0,4.0,Mobile Phone,Debit Card,Male,3.0,4,Married,0,1.0,Lunna Moura
12600.0,1,0.0,Mobile Phone,Credit Card,Male,3.0,3,Divorced,1,0.0,Maria Isis Souza
16013.0,1,0.0,Phone,CC,Male,5.0,2,Married,0,0.0,Bianca Abreu
17949.0,0,3.0,0,E wallet,Male,3.0,4,Single,0,1.0,Leandro Vargas
12779.0,0,8.0,Mobile Phone,Debit Card,Male,3.0,3,Divorced,1,0.0,Breno Macedo
16926.0,1,0.0,Computer,Debit Card,Male,3.0,3,Divorced,0,1.0,Levi da Conceição
17787.0,0,,Computer,UPI,Male,3.0,3,Divorced,0,2.0,Sabrina Aparecida
12682.0,0,9.0,Computer,Credit Card,Male,3.0,2,Single,0,1.0,Aylla Ramos
14723.0,1,0.0,Computer,COD,m,4.0,3,Single,0,1.0,Ana Cecília Peixoto
17954.0,0,28.0,Mobile Phone,Debit Card,Female,3.0,4,Single,0,,Heitor Moura
17819.0,0,14.0,Computer,Debit Card,Male,3.0,2,Single,0,0.0,Paulo Ferreira
12712.0,0,13.0,Mobile Phone,Debit Card,Female,3.0,3,Single,0,4.0,Rafaela Aragão
15373.0,0,15.0,Mobile Phone,,Male,3.0,5,Divorced,1,4.0,Thiago Porto
16140.0,0,18.0,Phone,UPI,Male,3.0,4,Divorced,0,3.0,Cauê Pastor
17198.0,1,0.0,Computer,Debit Card,Female,3.0,3,Married,1,0.0,Nicolas Teixeira
17238.0,0,2.0,Phone,COD,Male,3.0,2,Married,0,0.0,Benjamim da Conceição
12793.0,0,6.0,Mobile Phone,Credit Card,Female,2.0,3,Married,0,,Sr. Francisco Barbosa
15769.0,0,0.0,Mobile Phone,Debit Card,Male,4.0,2,Married,0,1.0,Raquel Peixoto
14396.0,1,,Computer,E wallet,Male,3.0,4,Single,1,1.0,Dom Alves
14898.0,0,0.0,Phone,Credit Card,Male,3.0,3,Married,0,1.0,Pedro Cirino
12725.0,0,7.0,Mobile Phone,Debit Card,Male,2.0,2,Single,0,5.0,Maria Isis Ramos
16725.0,1,0.0,Phone,COD,Male,5.0,2,Single,1,1.0,Manuella Rezende
12395.0,0,19.0,Computer,Credit Card,Female,3.0,3,Divorced,0,1.0,Sr. Bryan Caldeira
16455.0,0,14.0,Mobile Phone,,Female,3.0,5,Divorced,0,,Ravy Machado
13081.0,0,10.0,Computer,Credit Card,Male,3.0,4,Married,0,6.0,Ísis Peixoto
15545.0,0,25.0,Mobile Phone,COD,Male,3.0,5,Married,1,2.0,Pietro Campos
17243.0,1,0.0,Computer,UPI,Male,2.0,3,Divorced,0,1.0,Ana Laura Monteiro
15465.0,0,0.0,Computer,CC,Male,3.0,2,Divorced,0,0.0,Dr. Rhavi Cavalcante
15708.0,0,10.0,Mobile Phone,Debit Card,Female,3.0,4,Divorced,0,3.0,Juan da Mota
13089.0,0,22.0,Mobile Phone,Debit Card,Male,4.0,3,Married,1,0.0,Otávio Novaes
16033.0,0,0.0,Phone,CC,Male,2.0,2,Divorced,1,0.0,Valentina Sampaio
13838.0,0,23.0,Computer,Credit Card,Male,3.0,4,Divorced,0,,Ana Cecília da Cunha
15351.0,0,,Phone,CC,Male,3.0,3,Divorced,0,1.0,Dom Vargas
18055.0,1,,Computer,Debit Card,Male,4.0,5,Divorced,0,1.0,João Vitor Costa
15038.0,0,7.0,Phone,Debit Card,Male,4.0,2,Divorced,1,0.0,Lorena Araújo
18109.0,1,0.0,Phone,,Male,3.0,5,Married,0,0.0,Maria Júlia das Neves
13069.0,0,8.0,Phone,,m,4.0,2,Single,0,0.0,Valentim Borges
16241.0,0,4.0,Mobile Phone,Credit Card,Male,2.0,2,Married,0,3.0,Pedro Henrique Moraes
14800.0,0,,Phone,CC,Female,4.0,3,Married,0,1.0,Gustavo da Mota
16839.0,0,10.0,Mobile Phone,E wallet,Male,3.0,3,Divorced,1,0.0,Sr. Bryan Dias
16168.0,0,0.0,Phone,,Female,4.0,4,Single,0,1.0,Sr. Francisco Montenegro
16931.0,0,15.0,Phone,Debit Card,Female,3.0,2,Divorced,0,2.0,Ian Camargo
16814.0,0,16.0,Mobile Phone,UPI,Male,4.0,2,Married,1,,Nicolas Monteiro
13269.0,0,-10000.0,Phone,Debit Card,Female,3.0,5,Single,0,1.0,Milena Casa Grande
14813.0,0,16.0,Computer,Credit Card,Male,3.0,3,Married,1,2.0,Ana Liz Lima
12567.0,0,17.0,Mobile Phone,Debit Card,Female,4.0,3,Single,0,1.0,Cecília Jesus
17062.0,0,7.0,Phone,COD,Female,3.0,3,Married,1,1.0,Helena Correia
