CustomerID,Churn,Tenure,PreferredLoginDevice,PreferredPaymentMode,Gender,NumberOfDeviceRegistered,SatisfactionScore,MaritalStatus,Complain,CouponUsed,NomeCustomer
14898.0,0,0.0,Phone,Credit Card,Male,3.0,3,Married,0,1.0,Mateus Fernandes
12725.0,0,7.0,Mobile Phone,Debit Card,Male,2.0,2,Single,0,5.0,Thales Duarte
16725.0,1,0.0,Phone,COD,Male,5.0,2,Single,1,1.0,Ryan Cunha
12395.0,0,19.0,Computer,Credit Card,Female,3.0,3,Divorced,0,1.0,Joana Fernandes
16455.0,0,14.0,Mobile Phone,,Female,3.0,5,Divorced,0,,Kamilly Novais
13081.0,0,10.0,Computer,Credit Card,Male,3.0,4,Married,0,6.0,Valentim Correia
15545.0,0,25.0,Mobile Phone,COD,Male,3.0,5,Married,1,2.0,Isaque Silveira
17243.0,1,0.0,Computer,UPI,Male,2.0,3,Divorced,0,1.0,Samuel Novais
15465.0,0,0.0,Computer,CC,Male,3.0,2,Divorced,0,0.0,Renan Ramos
15708.0,0,10.0,Mobile Phone,Debit Card,Female,3.0,4,Divorced,0,3.0,Sra. Melissa Vieira
13089.0,0,22.0,Mobile Phone,Debit Card,Male,4.0,3,Married,1,0.0,Caleb da Rocha
16033.0,0,0.0,Phone,CC,Male,2.0,2,Divorced,1,0.0,Nathan Sales
13838.0,0,23.0,Computer,Credit Card,Male,3.0,4,Divorced,0,,Leandro Ribeiro
15351.0,0,,Phone,CC,Male,3.0,3,Divorced,0,1.0,Léo Melo
18055.0,1,,Computer,Debit Card,Male,4.0,5,Divorced,0,1.0,Vinícius Ferreira
15038.0,0,7.0,Phone,Debit Card,Male,4.0,2,Divorced,1,0.0,Yan Farias
18109.0,1,0.0,Phone,,Male,3.0,5,Married,0,0.0,Rafael da Mata
13069.0,0,8.0,Phone,,Male,4.0,2,Single,0,0.0,José da Conceição
16241.0,0,4.0,Mobile Phone,Credit Card,Male,2.0,2,Married,0,3.0,Gael Dias
14800.0,0,,Phone,CC,Female,4.0,3,Married,0,1.0,Zoe Teixeira
16839.0,0,10.0,Mobile Phone,E wallet,Male,3.0,3,Divorced,1,0.0,Sr. Gael Cunha
16168.0,0,0.0,Phone,,Female,4.0,4,Single,0,1.0,Sra. Kamilly Silveira
16931.0,0,15.0,Phone,Debit Card,Female,3.0,2,Divorced,0,2.0,Valentina Peixoto
16814.0,0,16.0,Mobile Phone,UPI,Male,4.0,2,Married,1,,Carlos Eduardo Correia
13269.0,0,-10000.0,Phone,Debit Card,Female,3.0,5,Single,0,1.0,Heloísa Fonseca
14813.0,0,16.0,Computer,Credit Card,Male,3.0,3,Married,1,2.0,Kevin Albuquerque
12567.0,0,17.0,Mobile Phone,Debit Card,Female,4.0,3,Single,0,1.0,Dra. Carolina da Mota
17062.0,0,7.0,Phone,COD,Female,3.0,3,Married,1,1.0,Ana Júlia Novaes
